,Unnamed: 0,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1656,1656,Runnymede-Bloor West Village,43.6592688193,-79.485708182,Mad Mexican,43.65852278760760,-79.48823335648140,Taco Place
1655,1655,Runnymede-Bloor West Village,43.6592688193,-79.485708182,Queen Margherita,43.658224253892800,-79.48803424201800,Pizza Place
1681,1681,Scarborough Village,43.7386518596,-79.216812619,Metro Pharmacy,43.7428561566564,-79.21696341002630,Pharmacy
1680,1680,Scarborough Village,43.7386518596,-79.216812619,Pizza Pizza,43.73885598089650,-79.21777725219730,Pizza Place
1679,1679,Scarborough Village,43.7386518596,-79.216812619,Starbucks,43.742814,-79.21641600000000,Coffee Shop
1682,1682,Scarborough Village,43.7386518596,-79.216812619,Halibut House Fish and Chips Inc.,43.737541,-79.217342,Seafood Restaurant
1677,1677,Scarborough Village,43.7386518596,-79.216812619,Tim Hortons,43.73704693152710,-79.21794354915620,Coffee Shop
1676,1676,Scarborough Village,43.7386518596,-79.216812619,GoodLife Fitness Scarborough Kingston and Eglinton,43.741417,-79.215242,Gym
1675,1675,Scarborough Village,43.7386518596,-79.216812619,The Butcher Shop,43.73786720022290,-79.2174198491369,Butcher
1678,1678,Scarborough Village,43.7386518596,-79.216812619,Popeyes Louisiana Kitchen,43.73793653498370,-79.21707580115260,Fried Chicken Joint
1702,1702,South Parkdale,43.6366995242,-79.43933783120000,Parkdale Pete's Corner Grill,43.63987814844710,-79.44083431889200,Diner
1716,1716,South Parkdale,43.6366995242,-79.43933783120000,Toronto Sailing & Canoe Club (TSCC),43.633737615187200,-79.43930189657030,Harbor / Marina
1703,1703,South Parkdale,43.6366995242,-79.43933783120000,Lakeshore Boardwalk,43.634446502771300,-79.43564600668560,Trail
1704,1704,South Parkdale,43.6366995242,-79.43933783120000,Dollarama,43.6367217,-79.4365954,Discount Store
1705,1705,South Parkdale,43.6366995242,-79.43933783120000,Queen West Antique Centre,43.6391018360474,-79.4439930087488,Antique Shop
1706,1706,South Parkdale,43.6366995242,-79.43933783120000,Royal Canadian Legion #344,43.63433636986060,-79.4392309737062,Bar
1707,1707,South Parkdale,43.6366995242,-79.43933783120000,Glory of India,43.64069366455080,-79.43678283691410,North Indian Restaurant
1709,1709,South Parkdale,43.6366995242,-79.43933783120000,The Yukon,43.63968215753050,-79.44125460593170,Bar
1710,1710,South Parkdale,43.6366995242,-79.43933783120000,Shoppers Drug Mart,43.639899,-79.439009,Pharmacy
1711,1711,South Parkdale,43.6366995242,-79.43933783120000,TD Canada Trust,43.640226254297300,-79.43735084963010,Bank
1712,1712,South Parkdale,43.6366995242,-79.43933783120000,A&W Canada,43.640428875884700,-79.43780338766060,Fast Food Restaurant
1713,1713,South Parkdale,43.6366995242,-79.43933783120000,Rice & Noodle,43.64028335648370,-79.43835074476580,Chinese Restaurant
1714,1714,South Parkdale,43.6366995242,-79.43933783120000,Subway,43.640751881959300,-79.43693737547260,Sandwich Place
1715,1715,South Parkdale,43.6366995242,-79.43933783120000,Old Man Pizza,43.64017939688030,-79.43722592017950,Pizza Place
1701,1701,South Parkdale,43.6366995242,-79.43933783120000,North Standard Trading Post,43.63928515059740,-79.44353888423420,Clothing Store
1708,1708,South Parkdale,43.6366995242,-79.43933783120000,Parkdale Guardian Pharmacy,43.640595000000000,-79.43762,Pharmacy
1700,1700,South Parkdale,43.6366995242,-79.43933783120000,Tibet Kitchen,43.64003706096080,-79.43955709340610,Restaurant
1696,1696,South Parkdale,43.6366995242,-79.43933783120000,Om Restaurant,43.6403372844289,-79.43781080540350,Indian Restaurant
1698,1698,South Parkdale,43.6366995242,-79.43933783120000,Yummy Stuff,43.639293416020500,-79.44352122153520,Bakery
1683,1683,South Parkdale,43.6366995242,-79.43933783120000,Harry's Char Broil & Dining Lounge,43.63643418112940,-79.43693000959650,American Restaurant
1684,1684,South Parkdale,43.6366995242,-79.43933783120000,Tennessee Tavern,43.639971287347800,-79.4398742538202,Eastern European Restaurant
1699,1699,South Parkdale,43.6366995242,-79.43933783120000,Himalayan Cafe,43.64035661438860,-79.43809684435370,Café
1686,1686,South Parkdale,43.6366995242,-79.43933783120000,Food & Liquor,43.6396178393236,-79.44181136856390,Restaurant
1687,1687,South Parkdale,43.6366995242,-79.43933783120000,Glory Hole Doughnuts,43.639686836740900,-79.44136846209360,Donut Shop
1688,1688,South Parkdale,43.6366995242,-79.43933783120000,kitten & the bear,43.63990916148940,-79.44048279422620,Tea Room
1689,1689,South Parkdale,43.6366995242,-79.43933783120000,Shangrila,43.639688302593100,-79.44154153471630,Asian Restaurant
1685,1685,South Parkdale,43.6366995242,-79.43933783120000,Lakeshore Boulevard Parklands,43.635463,-79.441682,Park
1691,1691,South Parkdale,43.6366995242,-79.43933783120000,Jinks Art Factory,43.63923240480340,-79.44369381866850,Tattoo Parlor
1692,1692,South Parkdale,43.6366995242,-79.43933783120000,Himalayan Kitchen,43.640354000000000,-79.43879,Tibetan Restaurant
1693,1693,South Parkdale,43.6366995242,-79.43933783120000,Toronto Designers Market,43.639022789286500,-79.44413967973790,Flea Market
1694,1694,South Parkdale,43.6366995242,-79.43933783120000,Coriander Girl,43.6395842077422,-79.44178396821910,Flower Shop
1695,1695,South Parkdale,43.6366995242,-79.43933783120000,Amico's Pizza,43.639389001294800,-79.44309046367780,Italian Restaurant
1697,1697,South Parkdale,43.6366995242,-79.43933783120000,Norling,43.640283097630800,-79.43843581595730,Tibetan Restaurant
1690,1690,South Parkdale,43.6366995242,-79.43933783120000,The Boulevard Club,43.63553698837020,-79.44435019124760,Athletics & Sports
1720,1720,South Riverdale,43.649292063500000,-79.335651321,Bayside Rowing Club,43.653188,-79.33379433,Lake
1719,1719,South Riverdale,43.649292063500000,-79.335651321,Beech Nursery,43.65317555403840,-79.33631589566950,Garden Center
1718,1718,South Riverdale,43.649292063500000,-79.335651321,FedEx Ship Centre,43.65067908468490,-79.33909356594090,Business Service
1717,1717,South Riverdale,43.649292063500000,-79.335651321,Hearn Generating Station,43.64684674617800,-79.33514414842080,Government Building
1728,1728,Steeles ,43.812958825900000,-79.3212070061,Pizza Nova,43.815596746524800,-79.32314526776730,Pizza Place
1732,1732,Steeles ,43.812958825900000,-79.3212070061,Bamburgh Gardens Shopping Plaza,43.81577872422100,-79.32323466226840,Shopping Mall
1731,1731,Steeles ,43.812958825900000,-79.3212070061,McDonald's,43.81574180387970,-79.3232662009596,Fast Food Restaurant
1730,1730,Steeles ,43.812958825900000,-79.3212070061,Yogi Noodle 鏞記,43.81492355301310,-79.32349109296710,Chinese Restaurant
1729,1729,Steeles ,43.812958825900000,-79.3212070061,Ninja Sushi,43.815855,-79.322726,Sushi Restaurant
1727,1727,Steeles ,43.812958825900000,-79.3212070061,Jeon Ju Hyang Restaurant,43.81470941742560,-79.32376987233350,Korean Restaurant
1726,1726,Steeles ,43.812958825900000,-79.3212070061,A&W Pharmacy,43.814618315044900,-79.32334899902340,Pharmacy
1725,1725,Steeles ,43.812958825900000,-79.3212070061,Foody Mart Supermarket 豐泰超級市場,43.81516658561430,-79.32287496499590,Supermarket
1724,1724,Steeles ,43.812958825900000,-79.3212070061,Crown Jewel Fine Dining 御膳豪庭,43.813114,-79.322914,Chinese Restaurant
1723,1723,Steeles ,43.812958825900000,-79.3212070061,D&R Wings 美華茶餐廳,43.814697995513100,-79.32394552167910,Chinese Restaurant
1722,1722,Steeles ,43.812958825900000,-79.3212070061,Sam Woo BBQ 三和燒臘,43.81557030866790,-79.32300671310000,BBQ Joint
1721,1721,Steeles ,43.812958825900000,-79.3212070061,Pho 88,43.81475710309660,-79.32388108904170,Vietnamese Restaurant
1733,1733,Stonegate-Queensway,43.635518132900000,-79.50112821330000,Woodford Park,43.63315249748260,-79.49626581098380,Baseball Field
1747,1747,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,Gusto Pizza,43.78360724036880,-79.29898327417830,Pizza Place
1746,1746,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,TTC Stop #7154/5,43.7808523815725,-79.2978549638768,Bus Stop
1745,1745,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,Eaton Centre USA,43.78357217787200,-79.30491567549910,Shopping Mall
1743,1743,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,Rexall,43.7809,-79.298764,Pharmacy
1742,1742,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,A&W Canada,43.780327,-79.29906,Breakfast Spot
1741,1741,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,KFC,43.77943993243300,-79.30337149356960,Fast Food Restaurant
1744,1744,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,Rexall,43.78073190083840,-79.2982568317862,Pharmacy
1739,1739,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,Little Caesars,43.78056271894290,-79.2986242771319,Pizza Place
1738,1738,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,Eight Noodles,43.778234124850000,-79.30829897588660,Noodle House
1737,1737,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,TD Canada Trust,43.7791686,-79.3036167,Bank
1736,1736,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,Remezzo Italian Bistro,43.778649,-79.30826400000000,Italian Restaurant
1735,1735,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,Kub Khao,43.78043778073420,-79.2998370364667,Thai Restaurant
1734,1734,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,The Royal Chinese Restaurant 避風塘小炒,43.780504734453700,-79.29884391314480,Chinese Restaurant
1740,1740,Tam O'Shanter-Sullivan ,43.7801298547,-79.3029187122,Popeyes Louisiana Kitchen,43.780476,-79.29846000000000,Fried Chicken Joint
1748,1748,Taylor-Massey,43.6949981893,-79.2959011188,Dentonia Park,43.69280900665040,-79.29553269784160,Park
1749,1749,Taylor-Massey,43.6949981893,-79.2959011188,Children's Peace Theatre,43.6988260859826,-79.29538953051580,Theater
1788,1788,The Beaches,43.671049993100000,-79.2996013043,Lion on the Beach,43.66969945855150,-79.30240540501710,Pub
1787,1787,The Beaches,43.671049993100000,-79.2996013043,Hero Certified Burgers,43.670360129430000,-79.29892366666200,Burger Joint
1786,1786,The Beaches,43.671049993100000,-79.2996013043,Aki Da Japanese Seafood House,43.66905097542040,-79.30449946579240,Japanese Restaurant
1785,1785,The Beaches,43.671049993100000,-79.2996013043,The Salty Dog,43.66994392654810,-79.30089441677710,Restaurant
1784,1784,The Beaches,43.671049993100000,-79.2996013043,Gabby's Food & Fuel,43.67080926756900,-79.29665696716670,Bar
1780,1780,The Beaches,43.671049993100000,-79.2996013043,Juice and Java,43.67106189021510,-79.29575478082980,Café
1782,1782,The Beaches,43.671049993100000,-79.2996013043,Starbucks,43.670057,-79.30058300000000,Coffee Shop
1781,1781,The Beaches,43.671049993100000,-79.2996013043,Gull & Firkin,43.66939937469410,-79.30274412496790,Pub
1779,1779,The Beaches,43.671049993100000,-79.2996013043,Tim Hortons,43.67028612527590,-79.29973281919960,Coffee Shop
1789,1789,The Beaches,43.671049993100000,-79.2996013043,M For Mendocino,43.67040144490750,-79.29888421418490,Women's Store
1783,1783,The Beaches,43.671049993100000,-79.2996013043,TD Canada Trust,43.6708434,-79.2979563,Bank
1790,1790,The Beaches,43.671049993100000,-79.2996013043,Running Room,43.669736,-79.300405,Sporting Goods Shop
1802,1802,The Beaches,43.671049993100000,-79.2996013043,Intuitive Touch Therapies,43.66921724244220,-79.30431584871350,Spa
1793,1793,The Beaches,43.671049993100000,-79.2996013043,Fresh Nails,43.670626768577100,-79.29700205434530,Nail Salon
1794,1794,The Beaches,43.671049993100000,-79.2996013043,Classical Martial Arts Centre CMAC Beaches Dojo,43.669538610084200,-79.30127847322150,Martial Arts Dojo
1795,1795,The Beaches,43.671049993100000,-79.2996013043,Brick Street Bakery,43.66969393934470,-79.30152984556770,Bakery
1796,1796,The Beaches,43.671049993100000,-79.2996013043,Alex Farm Products (Beaches),43.66968773847530,-79.30166335745090,Cheese Shop
1797,1797,The Beaches,43.671049993100000,-79.2996013043,Yogurty's,43.670781851774900,-79.29655627409110,Frozen Yogurt Shop
1798,1798,The Beaches,43.671049993100000,-79.2996013043,The Thai Grill,43.669585,-79.302048,Thai Restaurant
1799,1799,The Beaches,43.671049993100000,-79.2996013043,Little Elf House Under A Tree,43.6684188198576,-79.29749185982590,Tree
1800,1800,The Beaches,43.671049993100000,-79.2996013043,Ends,43.66930055730250,-79.30344636818050,Clothing Store
1801,1801,The Beaches,43.671049993100000,-79.2996013043,Beaches Natural Foods,43.66926478656830,-79.30363347227030,Food
1778,1778,The Beaches,43.671049993100000,-79.2996013043,Bikkuri Japanese Restaurant,43.67071466807070,-79.29695568774970,Japanese Restaurant
1803,1803,The Beaches,43.671049993100000,-79.2996013043,Kew Beach Rink,43.66686966277470,-79.29793763561490,Skating Rink
1804,1804,The Beaches,43.671049993100000,-79.2996013043,Scarboro Beach,43.669273123439700,-79.29390202532910,Beach
1792,1792,The Beaches,43.671049993100000,-79.2996013043,Fiorio Beaches,43.669913,-79.300529,Salon / Barbershop
1777,1777,The Beaches,43.671049993100000,-79.2996013043,Pizza Hut,43.670789,-79.29684,Pizza Place
1791,1791,The Beaches,43.671049993100000,-79.2996013043,The Artisans,43.66976,-79.301167,Jewelry Store
1775,1775,The Beaches,43.671049993100000,-79.2996013043,Popeyes Louisiana Kitchen,43.66950733032740,-79.30257137642980,Fried Chicken Joint
1776,1776,The Beaches,43.671049993100000,-79.2996013043,Souvlaki Hut,43.67104807209140,-79.29575766112750,Greek Restaurant
1750,1750,The Beaches,43.671049993100000,-79.2996013043,Kew Gardens,43.66903821389330,-79.2985375033803,Park
1751,1751,The Beaches,43.671049993100000,-79.2996013043,Hogtown Smoke,43.66957302142370,-79.30215071863520,BBQ Joint
1752,1752,The Beaches,43.671049993100000,-79.2996013043,LCBO,43.66999339203180,-79.30038317305330,Liquor Store
1753,1753,The Beaches,43.671049993100000,-79.2996013043,Kew Gardens Play Park,43.66926676521640,-79.29968375785210,Park
1754,1754,The Beaches,43.671049993100000,-79.2996013043,DAVIDsTEA,43.670168540577100,-79.29949845013680,Tea Room
1755,1755,The Beaches,43.671049993100000,-79.2996013043,Buds Coffee Bar,43.66937472977880,-79.30321763920570,Coffee Shop
1756,1756,The Beaches,43.671049993100000,-79.2996013043,Sunset Grill,43.67021370116730,-79.29965336344810,Diner
1757,1757,The Beaches,43.671049993100000,-79.2996013043,The Ten Spot,43.6703404552084,-79.29936300317980,Nail Salon
1758,1758,The Beaches,43.671049993100000,-79.2996013043,COBS Bread,43.66988072784330,-79.30082792210270,Bakery
1759,1759,The Beaches,43.671049993100000,-79.2996013043,Bam Breakfast and Bistro,43.6697241195373,-79.30150262403110,Breakfast Spot
1761,1761,The Beaches,43.671049993100000,-79.2996013043,Coles,43.670453607667600,-79.29809417635020,Bookstore
1762,1762,The Beaches,43.671049993100000,-79.2996013043,Beaches International Jazz Festival,43.669992291526,-79.30034809005700,Jazz Club
1760,1760,The Beaches,43.671049993100000,-79.2996013043,Mastermind Toys,43.671452954397200,-79.29397108948250,Toy / Game Store
1763,1763,The Beaches,43.671049993100000,-79.2996013043,Book City (The Beach),43.66949616077990,-79.3027069434847,Bookstore
1774,1774,The Beaches,43.671049993100000,-79.2996013043,Green Basil,43.671200434003500,-79.29471710812900,Thai Restaurant
1773,1773,The Beaches,43.671049993100000,-79.2996013043,Subway,43.67101342084170,-79.29551244283180,Sandwich Place
1772,1772,The Beaches,43.671049993100000,-79.2996013043,Breakwall,43.669173751910500,-79.30446643981850,BBQ Joint
1771,1771,The Beaches,43.671049993100000,-79.2996013043,Shoppers Drug Mart,43.670639,-79.29769,Pharmacy
1769,1769,The Beaches,43.671049993100000,-79.2996013043,Pippins Tea Company,43.670992,-79.29590463638310,Tea Room
1770,1770,The Beaches,43.671049993100000,-79.2996013043,Yumei Sushi,43.671107535207300,-79.29506363969710,Japanese Restaurant
1767,1767,The Beaches,43.671049993100000,-79.2996013043,Castro's Lounge,43.671103559068900,-79.29510713657000,Bar
1766,1766,The Beaches,43.671049993100000,-79.2996013043,The Nutty Chocolatier,43.670567252438700,-79.29759833250180,Chocolate Shop
1765,1765,The Beaches,43.671049993100000,-79.2996013043,Sanna's Farmacia,43.67092926821460,-79.2959690093994,Juice Bar
1764,1764,The Beaches,43.671049993100000,-79.2996013043,Foodland,43.67047719497530,-79.29808526746530,Supermarket
1768,1768,The Beaches,43.671049993100000,-79.2996013043,The Stone Lion,43.66957480420490,-79.30248270348920,Pub
1817,1817,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Lemongrass,43.734485082983200,-79.5599845333823,Thai Restaurant
1812,1812,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Tim Hortons,43.73788121336190,-79.56689089536670,Coffee Shop
1815,1815,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Food Basics,43.73504483574150,-79.55991319245890,Supermarket
1814,1814,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Brar Pakwan,43.738082111977200,-79.5660373323137,Indian Restaurant
1813,1813,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Pizza Pizza,43.73661915057900,-79.56459962336200,Pizza Place
1811,1811,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Shoppers Drug Mart,43.735588,-79.559843,Pharmacy
1816,1816,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Golden Joy,43.735006602313400,-79.55961685263960,Asian Restaurant
1809,1809,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,TD Canada Trust,43.7366023,-79.56237940000000,Bank
1808,1808,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Madras Dosa Hut,43.737156378252700,-79.56645986088880,Indian Restaurant
1807,1807,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Dairy Queen,43.73623241974100,-79.56530906640640,Fast Food Restaurant
1806,1806,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Rajdhani Sweets & Restaurant,43.73840933272090,-79.56624585320080,Indian Restaurant
1805,1805,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Drupati's Doubles & Roti Shop,43.73622193506540,-79.5634709195438,Caribbean Restaurant
1810,1810,Thistletown-Beaumond Heights,43.737987917300000,-79.56349101720000,Roti-Roti Family Restaurant,43.73624095343680,-79.5635313870792,Caribbean Restaurant
1835,1835,Thorncliffe Park,43.707749211900000,-79.3499836075,LCBO,43.70670044788230,-79.34501827004180,Liquor Store
1834,1834,Thorncliffe Park,43.707749211900000,-79.3499836075,Quiznos,43.70588724478900,-79.34702342783570,Sandwich Place
1832,1832,Thorncliffe Park,43.707749211900000,-79.3499836075,Cross Fit Quantum,43.70688280775820,-79.35081900071670,Gym / Fitness Center
1831,1831,Thorncliffe Park,43.707749211900000,-79.3499836075,Food Basics,43.7053872932289,-79.34733754588720,Supermarket
1830,1830,Thorncliffe Park,43.707749211900000,-79.3499836075,TD Canada Trust,43.7063562,-79.34564260000000,Bank
1829,1829,Thorncliffe Park,43.707749211900000,-79.3499836075,A&W Canada,43.706275,-79.34467,Burger Joint
1828,1828,Thorncliffe Park,43.707749211900000,-79.3499836075,Pizza Pizza,43.70556429313700,-79.34713894303020,Pizza Place
1827,1827,Thorncliffe Park,43.707749211900000,-79.3499836075,Tim Hortons,43.705089800000000,-79.3505453,Coffee Shop
1833,1833,Thorncliffe Park,43.707749211900000,-79.3499836075,TTC Bus #100 Flemingdon Park,43.706771403379700,-79.34658765792850,Bus Line
1825,1825,Thorncliffe Park,43.707749211900000,-79.3499836075,Hero Certified Burgers,43.70551137025460,-79.34706447492000,Burger Joint
1824,1824,Thorncliffe Park,43.707749211900000,-79.3499836075,Hakka Garden,43.70457835126130,-79.34977027417520,Indian Restaurant
1823,1823,Thorncliffe Park,43.707749211900000,-79.3499836075,Iqbal foods,43.70575095291480,-79.35205378554070,Grocery Store
1822,1822,Thorncliffe Park,43.707749211900000,-79.3499836075,Shoppers Drug Mart,43.70581,-79.347044,Pharmacy
1821,1821,Thorncliffe Park,43.707749211900000,-79.3499836075,Bikram Yoga East York,43.705450010069800,-79.35144826217260,Yoga Studio
1820,1820,Thorncliffe Park,43.707749211900000,-79.3499836075,Fit4Less,43.705689,-79.346018,Gym
1819,1819,Thorncliffe Park,43.707749211900000,-79.3499836075,Iqbal Kebab & Sweet Centre,43.70592323006130,-79.35152127765920,Indian Restaurant
1818,1818,Thorncliffe Park,43.707749211900000,-79.3499836075,Costco Wholesale,43.70705091308800,-79.34809335034060,Warehouse Store
1826,1826,Thorncliffe Park,43.707749211900000,-79.3499836075,Subway,43.70462762549380,-79.34966067001600,Sandwich Place
1864,1864,Trinity-Bellwoods,43.6501763,-79.4153421634,The Lucky Penny,43.64701953746150,-79.41700293213310,Deli / Bodega
1863,1863,Trinity-Bellwoods,43.6501763,-79.4153421634,i deal coffee,43.64784412071230,-79.4202942461777,Coffee Shop
1862,1862,Trinity-Bellwoods,43.6501763,-79.4153421634,The Lakeview Restaurant,43.64943515996230,-79.42039021958410,Diner
1858,1858,Trinity-Bellwoods,43.6501763,-79.4153421634,Bazara,43.64853491212860,-79.42052095294850,Japanese Restaurant
1860,1860,Trinity-Bellwoods,43.6501763,-79.4153421634,Schmaltz Appetizing,43.64931511991010,-79.42077512923330,Bagel Shop
1859,1859,Trinity-Bellwoods,43.6501763,-79.4153421634,Hero Heroine,43.649004199742100,-79.42068636417390,Salon / Barbershop
1865,1865,Trinity-Bellwoods,43.6501763,-79.4153421634,La Palma,43.651425690080200,-79.4102625042409,Italian Restaurant
1861,1861,Trinity-Bellwoods,43.6501763,-79.4153421634,Superpoint,43.64843896481910,-79.42051429823160,Pizza Place
1876,1876,Trinity-Bellwoods,43.6501763,-79.4153421634,Mejuri,43.651082,-79.412399,Office
1870,1870,Trinity-Bellwoods,43.6501763,-79.4153421634,Monarch Tavern,43.654105012485100,-79.41360584481550,Dive Bar
1868,1868,Trinity-Bellwoods,43.6501763,-79.4153421634,Lucky Shrike,43.6514756668842,-79.41022617011210,Bar
1869,1869,Trinity-Bellwoods,43.6501763,-79.4153421634,Peace Collective,43.647108960420700,-79.41986423045910,Boutique
1871,1871,Trinity-Bellwoods,43.6501763,-79.4153421634,San Francesco Foods,43.654054530944400,-79.41346797552860,Sandwich Place
1872,1872,Trinity-Bellwoods,43.6501763,-79.4153421634,OVO Toronto Flagship,43.651020489275200,-79.41213342723960,Clothing Store
1873,1873,Trinity-Bellwoods,43.6501763,-79.4153421634,Cafe 668,43.651102293776800,-79.41165356427140,Asian Restaurant
1874,1874,Trinity-Bellwoods,43.6501763,-79.4153421634,Trinity Bellwoods Arena,43.649269,-79.41350900000000,Skating Rink
1875,1875,Trinity-Bellwoods,43.6501763,-79.4153421634,Mây Cafe,43.651242084485000,-79.41131050479930,Karaoke Bar
1857,1857,Trinity-Bellwoods,43.6501763,-79.4153421634,Dakota Tavern,43.649679917054500,-79.42083755592830,Bar
1867,1867,Trinity-Bellwoods,43.6501763,-79.4153421634,Ella's Uncle,43.650986621884400,-79.41250586210100,Coffee Shop
1856,1856,Trinity-Bellwoods,43.6501763,-79.4153421634,La Banane,43.64904020618140,-79.42059946263160,French Restaurant
1866,1866,Trinity-Bellwoods,43.6501763,-79.4153421634,Bobbie Sue's Mac + Cheese,43.647782769466800,-79.42041900552130,Mac & Cheese Joint
1854,1854,Trinity-Bellwoods,43.6501763,-79.4153421634,YogaSpace,43.64760744635250,-79.42013338783640,Yoga Studio
1836,1836,Trinity-Bellwoods,43.6501763,-79.4153421634,Cocktail Bar,43.65083028329360,-79.41325265742120,Cocktail Bar
1837,1837,Trinity-Bellwoods,43.6501763,-79.4153421634,Northern Belle,43.65090626786180,-79.41283996212600,Cocktail Bar
1838,1838,Trinity-Bellwoods,43.6501763,-79.4153421634,Le Dolci,43.65037714376180,-79.41595899908260,Cupcake Shop
1839,1839,Trinity-Bellwoods,43.6501763,-79.4153421634,Rhum Corner,43.650895568738100,-79.41316982839950,Restaurant
1840,1840,Trinity-Bellwoods,43.6501763,-79.4153421634,Archive,43.65093807079380,-79.41251401160910,Wine Bar
1841,1841,Trinity-Bellwoods,43.6501763,-79.4153421634,Trinity Bellwoods Dog Park - The Bowl,43.648625071075400,-79.4144429897052,Dog Run
1842,1842,Trinity-Bellwoods,43.6501763,-79.4153421634,Trinity Bellwoods Park,43.64707192840240,-79.4137559260075,Park
1843,1843,Trinity-Bellwoods,43.6501763,-79.4153421634,California Sandwiches,43.652664137129100,-79.41235165228670,Sandwich Place
1844,1844,Trinity-Bellwoods,43.6501763,-79.4153421634,Saving Grace,43.65099081649930,-79.41241972089840,Breakfast Spot
1855,1855,Trinity-Bellwoods,43.6501763,-79.4153421634,Rotate This,43.64854360521870,-79.42051802319360,Record Shop
1846,1846,Trinity-Bellwoods,43.6501763,-79.4153421634,Artscape Youngplace,43.64692120641870,-79.41734246622580,Art Gallery
1847,1847,Trinity-Bellwoods,43.6501763,-79.4153421634,Pizzeria Libretto,43.64897862710280,-79.4206035669193,Pizza Place
1848,1848,Trinity-Bellwoods,43.6501763,-79.4153421634,The Pie Commission,43.65112364448700,-79.41166875433690,Comfort Food Restaurant
1849,1849,Trinity-Bellwoods,43.6501763,-79.4153421634,Foxley Bistro,43.64864274628390,-79.42049525794250,Asian Restaurant
1850,1850,Trinity-Bellwoods,43.6501763,-79.4153421634,Trinity Bellwoods playground,43.647111783710100,-79.4149512109758,Playground
1851,1851,Trinity-Bellwoods,43.6501763,-79.4153421634,Bitondo's Pizzeria,43.65412232531000,-79.41343417925040,Pizza Place
1852,1852,Trinity-Bellwoods,43.6501763,-79.4153421634,The Communist's Daughter,43.64936167997860,-79.42096310360860,Bar
1853,1853,Trinity-Bellwoods,43.6501763,-79.4153421634,Reposado,43.64732078900140,-79.42003151431760,Bar
1845,1845,Trinity-Bellwoods,43.6501763,-79.4153421634,The Tampered Press,43.65006186869140,-79.41728020642850,Coffee Shop
1903,1903,University ,43.6625062026,-79.401179748,Subway,43.664489313351400,-79.39911750609280,Sandwich Place
1902,1902,University ,43.6625062026,-79.401179748,JCC Fitness,43.666366423523000,-79.40396996377150,Gym
1898,1898,University ,43.6625062026,-79.401179748,Red Fish Blue Fish Creative Cafe,43.66282690985240,-79.40281748771670,Café
1900,1900,University ,43.6625062026,-79.401179748,chabichou,43.66198088604930,-79.40722622582370,Cheese Shop
1899,1899,University ,43.6625062026,-79.401179748,Second Cup,43.663551359164900,-79.40178748741710,Café
1904,1904,University ,43.6625062026,-79.401179748,Second Cup Coffee Co.,43.66535,-79.398376,Café
1901,1901,University ,43.6625062026,-79.401179748,Magic Noodle,43.662727660277800,-79.40360226993490,Noodle House
1905,1905,University ,43.6625062026,-79.401179748,Charlie's Gallery,43.66280981960210,-79.4038216413128,Bar
1910,1910,University ,43.6625062026,-79.401179748,The Beer Store,43.6653855,-79.40347710000000,Beer Store
1907,1907,University ,43.6625062026,-79.401179748,Comfort Zone,43.65839738353200,-79.40027391815760,Nightclub
1908,1908,University ,43.6625062026,-79.401179748,East of Brunswick,43.66560880777420,-79.40332426293870,Pub
1909,1909,University ,43.6625062026,-79.401179748,DT Bistro,43.662375,-79.405734,Café
1911,1911,University ,43.6625062026,-79.401179748,Smoke's Poutinerie/Weinerie,43.658258885790700,-79.40013635216250,Poutine Place
1912,1912,University ,43.6625062026,-79.401179748,Sivananda Yoga Centre,43.6627536,-79.40295080000000,Yoga Studio
1913,1913,University ,43.6625062026,-79.401179748,Second Cup,43.66641372619870,-79.40399105911050,Coffee Shop
