,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
429,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Daily Sushi,43.66138539281109,-79.38157955833417,Sushi Restaurant
430,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Magic Lantern: Carlton Cinema,43.66144452110627,-79.38151301610712,Movie Theater
431,Church-Yonge Corridor ,43.6596488635,-79.3790171666,The Saint James Hotel,43.659398011456965,-79.38093249633705,Hotel
432,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Bed Bath & Beyond,43.6592716,-79.3830096,Furniture / Home Store
433,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Lake Devo,43.6569936860937,-79.37689788366988,Lake
434,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Pita Land,43.66025329859701,-79.37710715521973,Falafel Restaurant
435,Church-Yonge Corridor ,43.6596488635,-79.3790171666,freshii,43.66128623053018,-79.38396405932683,Salad Place
436,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Imperial Pub,43.656254269765554,-79.37895528846455,Pub
437,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Ethiopiques,43.65651274304155,-79.377077748846,Ethiopian Restaurant
438,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Dollarama,43.66068,-79.38468,Discount Store
439,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Ryerson Square,43.656988428886045,-79.37689617296417,Other Great Outdoors
440,Church-Yonge Corridor ,43.6596488635,-79.3790171666,EB Games,43.65529344166874,-79.38032812642462,Video Game Store
441,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Shisha&Co,43.6567479206269,-79.37433722726891,Smoke Shop
442,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Pita Way,43.661512057192034,-79.3810065733131,Falafel Restaurant
443,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Good Earth Coffeehouse,43.65685033174256,-79.37471866607666,Coffee Shop
444,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Ritz Caribbean Foods,43.66150023337985,-79.38322536850163,Caribbean Restaurant
445,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Shoppers Drug Mart,43.661799,-79.38324,Pharmacy
446,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Upper Deck by Fran's,43.66130448614313,-79.3840381913115,Bar
447,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Winners,43.6609971311074,-79.3835994601249,Clothing Store
448,Church-Yonge Corridor ,43.6596488635,-79.3790171666,7-Eleven,43.661214456633985,-79.38277333974844,Convenience Store
449,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Ryerson Theatre,43.65941278506566,-79.37999674976807,Movie Theater
450,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Booster Juice,43.66084631,-79.38354609,Smoothie Shop
451,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Fine Asian Bowl,43.65534120847772,-79.38032614654341,Vietnamese Restaurant
452,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Tim Hortons,43.65690736298195,-79.3773287381231,Coffee Shop
453,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Ramada Plaza Toronto Downtown,43.661411,-79.376697,Hotel
454,Clairlea-Birchmount ,43.713592375,-79.28138178420001,Tim Hortons,43.7162878856343,-79.2833371460438,Coffee Shop
455,Clairlea-Birchmount ,43.713592375,-79.28138178420001,Warden Ave & St. Clair Ave E,43.71205669347002,-79.28100496530533,Intersection
456,Clairlea-Birchmount ,43.713592375,-79.28138178420001,Tim Hortons,43.7162843862256,-79.283337,Coffee Shop
457,Clairlea-Birchmount ,43.713592375,-79.28138178420001,TTC Bus #68 Warden,43.71177810997778,-79.27971412913774,Bus Line
458,Clairlea-Birchmount ,43.713592375,-79.28138178420001,TTC Bus 102 Markham Road,43.711381420906115,-79.27958752636661,Bus Line
459,Clairlea-Birchmount ,43.713592375,-79.28138178420001,Bakery On The Go,43.711270905205765,-79.27950587661704,Bakery
460,Clairlea-Birchmount ,43.713592375,-79.28138178420001,Warden Station Bus Loop,43.71124084776515,-79.27957605867647,Bus Station
461,Clairlea-Birchmount ,43.713592375,-79.28138178420001,Warden Subway Station,43.71122905571982,-79.27960224480387,Metro Station
462,Clairlea-Birchmount ,43.713592375,-79.28138178420001,Cafe on the go,43.71115104374148,-79.27946923512921,Bakery
463,Clairlea-Birchmount ,43.713592375,-79.28138178420001,Warden Ave & Fairfax Cres,43.716187,-79.282936,Intersection
464,Clairlea-Birchmount ,43.713592375,-79.28138178420001,Warden Woods Park,43.71052711027375,-79.27896551895955,Park
465,Clairlea-Birchmount ,43.713592375,-79.28138178420001,Clairlea Futbol Centre,43.71523429184505,-79.28650639185544,Soccer Field
466,Clanton Park ,43.7419784331,-79.4463025758,Millennial Graphics Group,43.745118919767165,-79.4483184814453,IT Services
467,Clanton Park ,43.7419784331,-79.4463025758,Brothers Renovating,43.743311,-79.450929,Home Service
468,Clanton Park ,43.7419784331,-79.4463025758,Tip Top Eaves,43.73825135558678,-79.44580793380737,Other Repair Shop
469,Clanton Park ,43.7419784331,-79.4463025758,Balmoral Park,43.74543141348768,-79.44966875212121,Park
470,Cliffcrest ,43.7211211669,-79.2355295687,Dairy Queen,43.722757687671276,-79.23562467098236,Fast Food Restaurant
471,Cliffcrest ,43.7211211669,-79.2355295687,Cathedral Bluffs Park,43.71889517184152,-79.23082724161875,Park
472,Cliffcrest ,43.7211211669,-79.2355295687,Dairy Queen Ltd Brazier,43.7226367,-79.2354522,Fast Food Restaurant
473,Cliffcrest ,43.7211211669,-79.2355295687,Canadian Tire,43.72100515830479,-79.23778954268072,Furniture / Home Store
474,Cliffcrest ,43.7211211669,-79.2355295687,Pizza Pizza,43.722490904836995,-79.23527706203652,Pizza Place
475,Cliffcrest ,43.7211211669,-79.2355295687,Big Boy's Burger,43.721751,-79.236301,Burger Joint
476,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Tre Mari Bakery,43.676487,-79.44865,Café
477,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Rio 40 Graus,43.677328742764786,-79.44629832285649,Brazilian Restaurant
478,Corso Italia-Davenport ,43.6776609067,-79.4474693307,King's Tacos,43.67768050625154,-79.44444451489557,Mexican Restaurant
479,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Sushi California,43.67748014783461,-79.44553832423071,Sushi Restaurant
480,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Agio Italian Ristorante,43.67615560949629,-79.45057434036129,Italian Restaurant
481,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Pizza e Pazzi,43.67782147238314,-79.44372401169342,Italian Restaurant
482,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Starbucks,43.67757421437726,-79.44522122039288,Coffee Shop
483,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Marcello's Pizzeria,43.678017280681544,-79.44272454257002,Italian Restaurant
484,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Shunoko,43.677539,-79.443972,Sushi Restaurant
485,Corso Italia-Davenport ,43.6776609067,-79.4474693307,La Paloma,43.67616408383171,-79.45086719224197,Ice Cream Shop
486,Corso Italia-Davenport ,43.6776609067,-79.4474693307,The Big Slice,43.67824832175586,-79.44219553501833,Italian Restaurant
487,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Frank's Pizza House,43.67663712275058,-79.44904238982578,Italian Restaurant
488,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Joseph J. Piccininni Community Recreation Centre,43.675765730653694,-79.45121815630708,Pool
489,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Sunnyside Grill,43.67764141390399,-79.44466597629224,Breakfast Spot
490,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Sofra Grill Express,43.67790883439058,-79.44314006561379,Mediterranean Restaurant
491,Corso Italia-Davenport ,43.6776609067,-79.4474693307,La Bruschetta,43.676609610911505,-79.44891259686798,Italian Restaurant
492,Corso Italia-Davenport ,43.6776609067,-79.4474693307,The Big Ragu,43.675960590856086,-79.45046474800947,Italian Restaurant
493,Corso Italia-Davenport ,43.6776609067,-79.4474693307,TD Canada Trust,43.6761799,-79.450175,Bank
494,Corso Italia-Davenport ,43.6776609067,-79.4474693307,7-Eleven,43.67777351179759,-79.44284677505493,Convenience Store
495,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Earlscourt BBQ,43.677137,-79.447324,Restaurant
496,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Tim Hortons,43.678103241264495,-79.44363079503097,Coffee Shop
497,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Pho Rang Dong,43.677684557749004,-79.44411263475287,Vietnamese Restaurant
498,Corso Italia-Davenport ,43.6776609067,-79.4474693307,241 Pizza,43.67631101412653,-79.45049840087279,Pizza Place
499,Danforth ,43.6840254743,-79.32981940890001,The Wren,43.6824674097841,-79.32807925839526,American Restaurant
500,Danforth ,43.6840254743,-79.32981940890001,Red Rocket Coffee,43.68234009057258,-79.3285298526357,Café
501,Danforth ,43.6840254743,-79.32981940890001,Rendez-Vous Restaurant Bar & Cafe,43.68257026831632,-79.32754382523993,Ethiopian Restaurant
502,Danforth ,43.6840254743,-79.32981940890001,Morgan's on the Danforth,43.682044330949324,-79.33025531659852,Gastropub
503,Danforth ,43.6840254743,-79.32981940890001,City Betty,43.6824,-79.32873,American Restaurant
504,Danforth ,43.6840254743,-79.32981940890001,Al Mandi Restaurant مطعم المندي,43.682225048864694,-79.32933205287013,Middle Eastern Restaurant
505,Danforth ,43.6840254743,-79.32981940890001,Starbucks,43.682379,-79.327249,Coffee Shop
506,Danforth ,43.6840254743,-79.32981940890001,Sauce,43.682442435191675,-79.32817098692705,Bar
507,Danforth ,43.6840254743,-79.32981940890001,Sala Modern Thai Kitchen & Bar,43.68188522065964,-79.33072046699459,Thai Restaurant
508,Danforth ,43.6840254743,-79.32981940890001,Patisserie La Cigogne,43.68251423565178,-79.3270197375558,Dessert Shop
509,Danforth ,43.6840254743,-79.32981940890001,Sugar Moon Salon,43.68299142384825,-79.3253279699731,Cosmetics Shop
510,Danforth ,43.6840254743,-79.32981940890001,Lalibela,43.6817099,-79.33199890000003,Ethiopian Restaurant
511,Danforth ,43.6840254743,-79.32981940890001,Wazema Ethiopian Restaurant,43.68223421,-79.328562,Ethiopian Restaurant
512,Danforth ,43.6840254743,-79.32981940890001,Hot Pot Cafe,43.68233730294754,-79.32922450710925,Café
513,Danforth ,43.6840254743,-79.32981940890001,Sarah's Cafe and Bar,43.68275163058117,-79.32720775208479,Café
514,Danforth ,43.6840254743,-79.32981940890001,The Dylan Bar,43.682025,-79.330434,Beer Bar
515,Danforth ,43.6840254743,-79.32981940890001,Gerrard Spaghetti & Pizza House,43.68315430714454,-79.32472274382036,Pizza Place
516,Danforth ,43.6840254743,-79.32981940890001,Danforth Bowl,43.68334594114471,-79.32408028593562,Bowling Alley
517,Danforth ,43.6840254743,-79.32981940890001,A&W Canada,43.68164,-79.332268,Burger Joint
518,Danforth ,43.6840254743,-79.32981940890001,Tim Hortons,43.68143587026167,-79.33074116706848,Coffee Shop
519,Danforth ,43.6840254743,-79.32981940890001,El Sol Mexican Gallery Restaurant,43.68280647380088,-79.3264150533403,Mexican Restaurant
520,Danforth ,43.6840254743,-79.32981940890001,Linsmore Tavern,43.68215568142026,-79.32989781807214,Karaoke Bar
521,Danforth ,43.6840254743,-79.32981940890001,Subway,43.6834087584948,-79.32368375839103,Sandwich Place
522,Danforth ,43.6840254743,-79.32981940890001,The Beer Store,43.6810694,-79.3329383,Beer Store
523,Danforth ,43.6840254743,-79.32981940890001,Red Chili Thai Restaurant,43.681934293836726,-79.33062205588938,Thai Restaurant
524,Danforth ,43.6840254743,-79.32981940890001,Cafe Tangiers,43.682351,-79.327891,Café
525,Danforth ,43.6840254743,-79.32981940890001,Walima Cafe,43.682872294742296,-79.32649036565867,Café
526,Danforth ,43.6840254743,-79.32981940890001,LCBO,43.681198423290475,-79.33336927551963,Liquor Store
527,Danforth ,43.6840254743,-79.32981940890001,Greenwood School,43.680822310872294,-79.33055053684582,Gym
528,Danforth ,43.6840254743,-79.32981940890001,Family Mini Mart,43.680442118740345,-79.32901011333942,Convenience Store
529,Danforth East York ,43.6894680941,-79.3314033847,East York Farmers' Market,43.69048245471865,-79.3285094702114,Farmers Market
530,Danforth East York ,43.6894680941,-79.3314033847,Last Drop Cafe,43.688829532311495,-79.32600210968185,Coffee Shop
531,Danforth East York ,43.6894680941,-79.3314033847,Subway,43.689829828066216,-79.32602271939503,Sandwich Place
532,Danforth East York ,43.6894680941,-79.3314033847,Dieppe Park,43.692206959700314,-79.33607384580417,Park
533,Danforth East York ,43.6894680941,-79.3314033847,Cosburn Park Lawn Bowling Club,43.69283275447971,-79.33017253875732,Athletics & Sports
534,Danforth East York ,43.6894680941,-79.3314033847,Paul's Spaghetti,43.692984,-79.333487,Italian Restaurant
535,Don Valley Village ,43.783293686899995,-79.3536441306,Mr Jerk,43.78593238518595,-79.35284203626418,Caribbean Restaurant
536,Don Valley Village ,43.783293686899995,-79.3536441306,Allan's Pastry Shop,43.7856560376599,-79.35231415152528,Bakery
537,Don Valley Village ,43.783293686899995,-79.3536441306,Subway,43.78582640931647,-79.35174836792339,Sandwich Place
538,Don Valley Village ,43.783293686899995,-79.3536441306,The Beer Store,43.7861261,-79.3526277,Beer Store
539,Don Valley Village ,43.783293686899995,-79.3536441306,Pizza Pizza,43.78594607852859,-79.35294215201395,Pizza Place
540,Don Valley Village ,43.783293686899995,-79.3536441306,Popeyes Louisiana Kitchen,43.78571942050977,-79.35193421103621,Fried Chicken Joint
541,Don Valley Village ,43.783293686899995,-79.3536441306,McDonald's,43.785354595329835,-79.35116275512546,Fast Food Restaurant
542,Don Valley Village ,43.783293686899995,-79.3536441306,Oriole Arena,43.78244676051861,-79.35181677689381,Skating Rink
543,Don Valley Village ,43.783293686899995,-79.3536441306,Tone Tai Supermarket 鼎泰超級市場,43.78564527290788,-79.35196117004722,Grocery Store
544,Dorset Park ,43.759274372700006,-79.2789079388,Canada Computers,43.75935629419452,-79.27893074490008,Electronics Store
545,Dorset Park ,43.759274372700006,-79.2789079388,Big Al's Pet Supercentre,43.75927894411595,-79.27832544749343,Pet Store
546,Dorset Park ,43.759274372700006,-79.2789079388,Pho Vietnam,43.757770305647185,-79.27857193068989,Vietnamese Restaurant
547,Dorset Park ,43.759274372700006,-79.2789079388,Taco Bell,43.760908306800005,-79.27970582726134,Fast Food Restaurant
548,Dorset Park ,43.759274372700006,-79.2789079388,Karaikudi Chettinad South Indian Restaurant,43.756041539453136,-79.27627591942013,Indian Restaurant
549,Dorset Park ,43.759274372700006,-79.2789079388,Arrow Furniture,43.762245876808194,-79.27944440998428,Furniture / Home Store
550,Dorset Park ,43.759274372700006,-79.2789079388,Speedy Glass,43.7629888,-79.2797316,Automotive Shop
551,Dorset Park ,43.759274372700006,-79.2789079388,Salvation Army Thrift Store,43.755782105509475,-79.2762077195083,Thrift / Vintage Store
552,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,The Greater Good Bar,43.669409,-79.439267,Bar
553,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
554,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Parallel,43.66951635632503,-79.43872770646192,Middle Eastern Restaurant
555,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Rosie Robin A Touch Of Convenience,43.66318235854112,-79.43542722772675,Café
556,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Dovercourt Park,43.664915496359505,-79.43412931213085,Park
557,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,FreshCo,43.66791838591585,-79.44075425394298,Supermarket
558,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Planet Fitness Toronto Galleria,43.66758797288865,-79.44257365441428,Gym / Fitness Center
559,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Nova Era Bakery,43.66988647609785,-79.43758190821525,Bakery
560,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Rexall,43.667504,-79.442086,Pharmacy
561,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,TD Canada Trust,43.6679341,-79.4416984,Bank
562,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Wallace Emerson Park,43.66693250395496,-79.4394486237563,Park
563,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Henriques Supermarket,43.66268094573783,-79.44252639704843,Grocery Store
564,Downsview-Roding-CFB ,43.7332923453,-79.4904973518,Longholm Park,43.73561573805399,-79.48835849761963,Park
565,Downsview-Roding-CFB ,43.7332923453,-79.4904973518,Blue Sail Energy Solutions,43.7314450238841,-79.49378728866577,Business Service
566,Downsview-Roding-CFB ,43.7332923453,-79.4904973518,Hills Moving,43.73752269645995,-79.49108362197875,Moving Target
567,Dufferin Grove ,43.6554283326,-79.4373410365,Three Speed,43.6592927979752,-79.43802453551683,Bar
568,Dufferin Grove ,43.6554283326,-79.4373410365,Burdock,43.659470306696136,-79.43776297693451,Beer Bar
569,Dufferin Grove ,43.6554283326,-79.4373410365,Dufferin Grove Park,43.656052054931095,-79.43191467340286,Park
570,Dufferin Grove ,43.6554283326,-79.4373410365,Brockton Haunt,43.65232065101618,-79.4339655300662,Coffee Shop
571,Dufferin Grove ,43.6554283326,-79.4373410365,Tavoos Restaurant,43.65250122477732,-79.43305406736384,Middle Eastern Restaurant
572,Dufferin Grove ,43.6554283326,-79.4373410365,Home Baking Co.,43.65898788530857,-79.43986431030915,Bakery
573,Dufferin Grove ,43.6554283326,-79.4373410365,Pho Linh,43.65228962903497,-79.43406146756601,Vietnamese Restaurant
574,Dufferin Grove ,43.6554283326,-79.4373410365,Brock Sandwich,43.65884589365906,-79.44052108283755,Sandwich Place
575,Dufferin Grove ,43.6554283326,-79.4373410365,Burdock Bottle Shop,43.65961343579909,-79.43770721985075,Beer Store
576,Dufferin Grove ,43.6554283326,-79.4373410365,Dufferin Grove Farmers' Market,43.65677442580944,-79.43349051836829,Farmers Market
577,Dufferin Grove ,43.6554283326,-79.4373410365,Cinnabon,43.65681083444236,-79.43608177691732,Bakery
578,Dufferin Grove ,43.6554283326,-79.4373410365,La Tortilleria Market,43.65960173628417,-79.43508531329248,Mexican Restaurant
579,Dufferin Grove ,43.6554283326,-79.4373410365,Haven,43.65930275367427,-79.43877069434039,Café
580,Dufferin Grove ,43.6554283326,-79.4373410365,Seoul Shakers,43.658337546306115,-79.44184899330139,Asian Restaurant
581,Dufferin Grove ,43.6554283326,-79.4373410365,The Beer Store,43.656962,-79.4342219,Beer Store
582,Dufferin Grove ,43.6554283326,-79.4373410365,Dufferin Grove Park Ice Rink,43.657166695795475,-79.43354596235628,Skating Rink
583,Dufferin Grove ,43.6554283326,-79.4373410365,The 47,43.65890754807341,-79.4399735663485,Bar
584,Dufferin Grove ,43.6554283326,-79.4373410365,South Indian Dosa Mahal,43.65887450852986,-79.44069482504379,Indian Restaurant
585,Dufferin Grove ,43.6554283326,-79.4373410365,Laylow Beer Bar & Eatery,43.652302,-79.433869,Beer Bar
586,Dufferin Grove ,43.6554283326,-79.4373410365,Bar Neon,43.659091096899985,-79.43924225757398,Cocktail Bar
587,Dufferin Grove ,43.6554283326,-79.4373410365,H&M,43.65638839999999,-79.4365445,Clothing Store
588,Dufferin Grove ,43.6554283326,-79.4373410365,TOWN,43.659218,-79.439124,Gift Shop
589,Dufferin Grove ,43.6554283326,-79.4373410365,Winners,43.6571870151854,-79.4366750121116,Clothing Store
590,Dufferin Grove ,43.6554283326,-79.4373410365,Grey Tiger,43.659392686837066,-79.43784602953795,Cocktail Bar
591,Dufferin Grove ,43.6554283326,-79.4373410365,Thai Express,43.656224,-79.435577,Restaurant
592,Dufferin Grove ,43.6554283326,-79.4373410365,Swiss Chalet,43.65501869205464,-79.4336711115423,Restaurant
593,Dufferin Grove ,43.6554283326,-79.4373410365,Dueling Grounds,43.65900814175908,-79.43931321856044,Toy / Game Store
594,Dufferin Grove ,43.6554283326,-79.4373410365,Dufferin Mall,43.656522091913835,-79.4353492640646,Shopping Mall
595,Dufferin Grove ,43.6554283326,-79.4373410365,No Frills,43.656331,-79.435334,Grocery Store
596,Dufferin Grove ,43.6554283326,-79.4373410365,Nuthouse,43.65889010544863,-79.44047496145996,Grocery Store
597,Dufferin Grove ,43.6554283326,-79.4373410365,DAVIDsTEA,43.65682429368339,-79.43572455043437,Tea Room
598,Dufferin Grove ,43.6554283326,-79.4373410365,Taco Bell,43.657939550211,-79.43489619767179,Fast Food Restaurant
599,Dufferin Grove ,43.6554283326,-79.4373410365,Phoenix Pho,43.652134585548495,-79.43449466739331,Vietnamese Restaurant
600,Dufferin Grove ,43.6554283326,-79.4373410365,Dollarama,43.656331,-79.435334,Discount Store
601,Dufferin Grove ,43.6554283326,-79.4373410365,"Toys""R""Us",43.656224,-79.435577,Toy / Game Store
602,Dufferin Grove ,43.6554283326,-79.4373410365,Stella,43.65853446750063,-79.44156290554433,Bar
603,Dufferin Grove ,43.6554283326,-79.4373410365,Pho Jade,43.659328223730505,-79.43843399689416,Vietnamese Restaurant
604,Dufferin Grove ,43.6554283326,-79.4373410365,Second Cup,43.654862096740764,-79.43536578592466,Coffee Shop
605,Dufferin Grove ,43.6554283326,-79.4373410365,Latin World,43.65875337351278,-79.44081672831604,Mexican Restaurant
606,Dufferin Grove ,43.6554283326,-79.4373410365,Marshalls,43.6549467,-79.4336314,Department Store
607,Dufferin Grove ,43.6554283326,-79.4373410365,KFC,43.65490603398961,-79.43538838083089,Fast Food Restaurant
608,Dufferin Grove ,43.6554283326,-79.4373410365,Subway,43.65487778249488,-79.4353767402734,Sandwich Place
609,Dufferin Grove ,43.6554283326,-79.4373410365,Subway,43.65916659054083,-79.4386570977655,Sandwich Place
610,Dufferin Grove ,43.6554283326,-79.4373410365,Tim Hortons,43.6551807,-79.4349882,Coffee Shop
611,Dufferin Grove ,43.6554283326,-79.4373410365,Walmart Supercentre,43.65649714544737,-79.43506591352451,Big Box Store
612,Dufferin Grove ,43.6554283326,-79.4373410365,Jimmy the Greek,43.65481932976087,-79.43534926401715,Greek Restaurant
613,Dufferin Grove ,43.6554283326,-79.4373410365,Spring Shoes,43.655438966501364,-79.43572293980156,Shoe Store
614,Dufferin Grove ,43.6554283326,-79.4373410365,Best Buy Mobile,43.656154,-79.4363352,Electronics Store
615,Dufferin Grove ,43.6554283326,-79.4373410365,Black's Photography,43.654895296163694,-79.4352613401414,Camera Store
616,Dufferin Grove ,43.6554283326,-79.4373410365,Bell,43.656838,-79.436545,Mobile Phone Shop
617,Dufferin Grove ,43.6554283326,-79.4373410365,Bagel Stop,43.656905,-79.43589,Bagel Shop
618,Dufferin Grove ,43.6554283326,-79.4373410365,Duffy's Tavern,43.6590848862044,-79.43973840358635,Bar
619,Dufferin Grove ,43.6554283326,-79.4373410365,Baskin Robbins,43.657003084721204,-79.4358768058407,Ice Cream Shop
620,Dufferin Grove ,43.6554283326,-79.4373410365,"Babies""R""Us",43.65697841982762,-79.43578888242125,Baby Store
621,Dufferin Grove ,43.6554283326,-79.4373410365,LensCrafters,43.65478445,-79.43467335,Optical Shop
622,Dufferin Grove ,43.6554283326,-79.4373410365,GNC Live Well,43.65501565581032,-79.43442056338557,Supplement Shop
623,Dufferin Grove ,43.6554283326,-79.4373410365,Reitmans,43.65436413528957,-79.44026187984775,Women's Store
624,Dufferin Grove ,43.6554283326,-79.4373410365,Aldo Accessories,43.655164,-79.433838,Accessories Store
625,Dufferin Grove ,43.6554283326,-79.4373410365,MacGregor Playground,43.65332012132331,-79.4412804427197,Playground
626,Dufferin Grove ,43.6554283326,-79.4373410365,Cafe Piccolino,43.658775320549836,-79.43960666656494,Café
627,Dufferin Grove ,43.6554283326,-79.4373410365,Family Fruit And Flower,43.659304,-79.437957,Flower Shop
628,Dufferin Grove ,43.6554283326,-79.4373410365,TAT Burger,43.65259841104095,-79.4329038486466,Burger Joint
629,Dufferin Grove ,43.6554283326,-79.4373410365,Earth Echoes Reptile Centre,43.65934523025795,-79.43791550658216,Pet Store
630,Dufferin Grove ,43.6554283326,-79.4373410365,Clint Roenisch Gallery,43.65449058385389,-79.44273948669432,Art Gallery
631,Dufferin Grove ,43.6554283326,-79.4373410365,Macgregor Park,43.65296673576704,-79.44197079321579,Park
632,Dufferin Grove ,43.6554283326,-79.4373410365,The Jim,43.65962718601918,-79.43727314472198,Beer Bar
633,Dufferin Grove ,43.6554283326,-79.4373410365,Panzerotto Pizza,43.65967,-79.436736,Pizza Place
634,East End-Danforth ,43.684173877700005,-79.2993586723,Ted Reeve Arena,43.68452712511952,-79.29942632833531,Skating Rink
635,East End-Danforth ,43.684173877700005,-79.2993586723,Beach Hill Smokehouse,43.684105,-79.30041,BBQ Joint
636,East End-Danforth ,43.684173877700005,-79.2993586723,Cool Runnings,43.68349688997171,-79.30001696869618,Caribbean Restaurant
637,East End-Danforth ,43.684173877700005,-79.2993586723,Grinder,43.68307273557906,-79.2998748093593,Coffee Shop
638,East End-Danforth ,43.684173877700005,-79.2993586723,Duckworth's Fish and Chips,43.68862851126605,-79.29995229254888,Fish & Chips Shop
639,East End-Danforth ,43.684173877700005,-79.2993586723,Danforth GO Station,43.686458009778526,-79.30020416675752,Train Station
640,East End-Danforth ,43.684173877700005,-79.2993586723,Sultan Shawarma & Falafel,43.68822334940596,-79.30170939352254,Middle Eastern Restaurant
641,East End-Danforth ,43.684173877700005,-79.2993586723,Subway,43.68851517038055,-79.30042379685725,Sandwich Place
642,East End-Danforth ,43.684173877700005,-79.2993586723,Grillies,43.68854966451388,-79.30002466772105,Mexican Restaurant
643,East End-Danforth ,43.684173877700005,-79.2993586723,Beaches Sports Centre,43.68512218088805,-79.29878515408633,Skating Rink
644,East End-Danforth ,43.684173877700005,-79.2993586723,VPDC,43.68741079347141,-79.30153526221213,Dance Studio
645,East End-Danforth ,43.684173877700005,-79.2993586723,Norwood Dog Park,43.68237497831736,-79.30377810677464,Dog Run
646,East End-Danforth ,43.684173877700005,-79.2993586723,Tim Hortons,43.688100384403775,-79.30030240676382,Coffee Shop
647,Edenbridge-Humber Valley,43.6708859094,-79.5224577643,McDonald's,43.671091716525275,-79.52665125587696,Fast Food Restaurant
648,Edenbridge-Humber Valley,43.6708859094,-79.5224577643,A Dog's Haven,43.672945960724896,-79.51792643640067,Dog Run
649,Edenbridge-Humber Valley,43.6708859094,-79.5224577643,Edgehill House,43.670761782876156,-79.51687894119398,Park
650,Eglinton East ,43.7409222979,-79.245598036,Diamond Pizza,43.743699384861635,-79.24592163153024,Pizza Place
651,Eglinton East ,43.7409222979,-79.245598036,Stephen's No Frills,43.737627,-79.246737,Grocery Store
652,Eglinton East ,43.7409222979,-79.245598036,Nakamori Japanese Restaurant,43.737003,-79.24475,Japanese Restaurant
653,Eglinton East ,43.7409222979,-79.245598036,All Star Interactive,43.73692399726582,-79.24519001507048,Bowling Alley
654,Eglinton East ,43.7409222979,-79.245598036,The Rockpile Bar & Nightclub,43.736807362619054,-79.24589409933685,Rock Club
655,Elms-Old Rexdale,43.721518868400004,-79.54898271649999,Advance wireless,43.72117,-79.54715,Mobile Phone Shop
656,Elms-Old Rexdale,43.721518868400004,-79.54898271649999,seo it,43.72242427974159,-79.5459696650505,Business Service
657,Elms-Old Rexdale,43.721518868400004,-79.54898271649999,Golan Moulding Design,43.721153,-79.545384,Construction & Landscaping
658,Elms-Old Rexdale,43.721518868400004,-79.54898271649999,The Elms Community Pool,43.722529797196415,-79.55310810860155,Pool
